giftId,name,category,image,description,price,average_rating,link
138,Pearl Harbor and,Coins,"https://images-na.ssl-images-amazon.com/images/I/71nzpIlwgiL._AC_UL300_SR300,200_.jpg",Pearl Harbor and Japanese Invasion Coin & Currency Collection,20.95,4.7,https://www.amazon.com/Harbor-Japanese-Invasion-Currency-Collection/dp/B084BYK1CF/ref=zg_mg_g_coins_d_sccl_13/146-5627920-6117942?psc=1
139,U.S. Navy Sailor's,Coins,"https://images-na.ssl-images-amazon.com/images/I/81AtXQGuuJL._AC_UL300_SR300,200_.jpg",U.S. Navy Sailor's Creed Challenge Coin,16.99,4.8,https://www.amazon.com/U-S-Navy-Sailors-Creed-Challenge/dp/B0767GL2XP/ref=zg_mg_g_coins_d_sccl_14/146-5627920-6117942?psc=1
140,United States The,Coins,"https://images-na.ssl-images-amazon.com/images/I/7147LEXnG6S._AC_UL300_SR300,200_.jpg",United States The 45th President Donald Trump Inauguration Challenge Coin,7.99,4.6,https://www.amazon.com/United-States-President-Inauguration-Challenge/dp/B093QGC9ZH/ref=zg_mg_g_coins_d_sccl_15/146-5627920-6117942?psc=1
141,2020 - American,Coins,"https://images-na.ssl-images-amazon.com/images/I/51A1oRe+jiL._AC_UL300_SR300,200_.jpg",2020 - American Silver Eagle .999 Fine Silver with Our Certificate of Authenticity Dollar Uncirculated Us Mint,49.99,4.8,https://www.amazon.com/2020-American-Certificate-Authenticity-Uncirculated/dp/B082YHZLB3/ref=zg_mg_g_coins_d_sccl_16/146-5627920-6117942?psc=1
142,Complete 50 Uncirculated,Coins,"https://images-na.ssl-images-amazon.com/images/I/81ZUkiD+8hL._AC_UL300_SR300,200_.jpg",Complete 50 Uncirculated State (99-08) Quarter Collection Set + 6 Territory Quarters from The US Territories Program in a Beautiful Folder Display Book (Complete Set),59.95,4.7,https://www.amazon.com/Uncirculated-Collection-territory-Territories-Beautiful/dp/B07BH68GQ1/ref=zg_mg_g_coins_d_sccl_17/146-5627920-6117942?psc=1
143,Apatosaurus Prehistoric Dinosaur,Coins,"https://images-na.ssl-images-amazon.com/images/I/81pDeHm32HL._AC_UL300_SR300,200_.jpg",Apatosaurus Prehistoric Dinosaur - 1 oz .999 Pure Copper Round Collecticble 39mm Challenge Coin in Capsule - COA by Heavenly Metals,7.99,4.8,https://www.amazon.com/Apatosaurus-Prehistoric-Dinosaur-Collecticble-Challenge/dp/B0CJ14HVF2/ref=zg_mg_g_coins_d_sccl_18/146-5627920-6117942?psc=1
144,USA-Navy Core Value,Coins,"https://images-na.ssl-images-amazon.com/images/I/91GmOzwNLeL._AC_UL300_SR300,200_.jpg",USA-Navy Core Value Sailor's Creed Challenge Coin (Pack of 10),13.99,4.9,https://www.amazon.com/USA-Navy-Value-Sailors-Creed-Challenge/dp/B0D3TTJ7J9/ref=zg_mg_g_coins_d_sccl_19/146-5627920-6117942?psc=1
145,American Coin Treasures,Coins,"https://images-na.ssl-images-amazon.com/images/I/81zPcg+vauL._AC_UL300_SR300,200_.jpg",American Coin Treasures 1800's Rare Penny and Nickel Genuine United States Coin Collection in Sonically Sealed Acrylic,19.95,4.6,https://www.amazon.com/American-Coin-Treasures-1800s-Collection/dp/B0054QGK5E/ref=zg_mg_g_coins_d_sccl_20/146-5627920-6117942?psc=1
146,2020 Silver Donald,Coins,"https://images-na.ssl-images-amazon.com/images/I/51DWAaPi06L._AC_UL300_SR300,200_.jpg","2020 Silver Donald Trump Private Mintage, 45th Presidential, Limited Edition Mint. 1 Troy Oz .999 Fine Silver Round",47.99,4.7,https://www.amazon.com/Silver-Private-Mintage-Presidential-Limited/dp/B083N2275H/ref=zg_mg_g_coins_d_sccl_21/146-5627920-6117942?psc=1
147,2017 President Donald,Coins,"https://images-na.ssl-images-amazon.com/images/I/81kpdTfik9L._AC_UL300_SR300,200_.jpg",2017 President Donald Trump Inaugural Silver EAGLE Commemorative Novelty Coin 38mm. 45th President of the United States of America CERTIFICATE OF AUTHENTICITY,8.68,4.6,https://www.amazon.com/President-Inaugural-Commemorative-CERTIFICATE-AUTHENTICITY/dp/B01MSQINVD/ref=zg_mg_g_coins_d_sccl_22/146-5627920-6117942?psc=1
148,Trump Copper Round,Coins,"https://images-na.ssl-images-amazon.com/images/I/514Oxs-1UEL._AC_UL300_SR300,200_.jpg",Trump Copper Round 1oz Pure Copper Coin,6.99,4.7,https://www.amazon.com/Trump-Copper-Round-Pure-Coin/dp/B08DF5795S/ref=zg_mg_g_coins_d_sccl_23/146-5627920-6117942?psc=1
149,1987 S US,Coins,"https://images-na.ssl-images-amazon.com/images/I/71TI1AlapQL._AC_UL300_SR300,200_.jpg",1987 S US Proof Set Superb Gem Uncirculated,15.95,4.4,https://www.amazon.com/1987-Proof-Set-Superb-Uncirculated/dp/B079CB5FD2/ref=zg_mg_g_coins_d_sccl_24/146-5627920-6117942?psc=1
150,2023 - American,Coins,"https://images-na.ssl-images-amazon.com/images/I/61cbMX3FszL._AC_UL300_SR300,200_.jpg",2023 - American Silver Eagle .999 Fine Silver in Direct Fit Air Tite with our Certificate of Authenticity Dollar US Mint Uncirculated,49.99,4.8,https://www.amazon.com/2023-American-Certificate-Authenticity-Uncirculated/dp/B0BQSQ469W/ref=zg_mg_g_coins_d_sccl_25/146-5627920-6117942?psc=1
151,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/5160oIUsG8L._AC_UL300_SR300,200_.jpg","Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, latest model (2023 release), 32 GB, Black",139.99,4.5,https://www.amazon.com/Amazon_Fire_HD_10/dp/B0BHZT5S12/ref=zg_mg_g_pc_d_sccl_1/135-2120364-6201849?psc=1
152,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/51K354iYh0L._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | ad-free content with parental controls included, 10-hr battery, 16 GB, Blue",54.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0BLBLRLJB/ref=zg_mg_g_pc_d_sccl_2/135-2120364-6201849?psc=1
153,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/51wD-xrtyWL._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | ad-free content with parental controls included, 10-hr battery, 16 GB, Purple",54.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0BL8WSCH3/ref=zg_mg_g_pc_d_sccl_3/135-2120364-6201849?psc=1
154,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/51-6uBmjPqL._AC_UL300_SR300,200_.jpg","Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, latest model (2023 release), 32 GB, Ocean",139.99,4.5,https://www.amazon.com/Amazon_Fire_HD_10/dp/B0BL5XPDR6/ref=zg_mg_g_pc_d_sccl_4/135-2120364-6201849?psc=1
155,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/51XL4VuXC3L._AC_UL300_SR300,200_.jpg","Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, latest model (2023 release), 32 GB, Lilac",139.99,4.5,https://www.amazon.com/Amazon_Fire_HD_10/dp/B0BL5WZ6HF/ref=zg_mg_g_pc_d_sccl_5/135-2120364-6201849?psc=1
156,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/51K354iYh0L._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | 6-months of ad-free content with parental controls included, 10-hr battery, 16 GB, Blue",94.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0C8C2NZMQ/ref=zg_mg_g_pc_d_sccl_6/135-2120364-6201849?psc=1
157,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/51wD-xrtyWL._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | 6-months ad-free content with parental controls included, 10-hr battery, 16 GB, Purple",94.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0C8BZ7QG7/ref=zg_mg_g_pc_d_sccl_7/135-2120364-6201849?psc=1
158,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/5160oIUsG8L._AC_UL300_SR300,200_.jpg","Amazon Fire HD 10 tablet, built for relaxation, 10.1"" vibrant Full HD screen, octa-core processor, 3 GB RAM, latest model (2023 release), 64 GB, Black",179.99,4.5,https://www.amazon.com/Amazon_Fire_HD_10/dp/B0BL5PYD69/ref=zg_mg_g_pc_d_sccl_8/135-2120364-6201849?psc=1
159,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/51092zEMKaL._AC_UL300_SR300,200_.jpg","Amazon Fire 7 tablet, 7” display, read and watch, under $60 with 10-hour battery life, (2022 release), 16 GB, Black",59.99,4.5,https://www.amazon.com/Fire-7-Tablet/dp/B096WKKK2K/ref=zg_mg_g_pc_d_sccl_9/135-2120364-6201849?psc=1
160,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/61y4r+61JwL._AC_UL300_SR300,200_.jpg","Amazon Fire HD 10 Kids Pro tablet- 2023, ages 6-12 | Bright 10.1"" HD screen | Slim case for older kids, ad-free content, parental controls, 13-hr battery, 32 GB, Nebula",109.99,4.7,https://www.amazon.com/Amazon_Fire_HD_10_Kids_Pro/dp/B0BL6DCNGR/ref=zg_mg_g_pc_d_sccl_10/135-2120364-6201849?psc=1
161,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/61fgc1OW1ZL._AC_UL300_SR300,200_.jpg","Amazon Fire HD 8 tablet, 8” HD Display, 32 GB, 30% faster processor, designed for portable entertainment, (2022 release), Black",99.99,4.4,https://www.amazon.com/All-new-Fire-HD-8-tablet/dp/B099Z8HLHT/ref=zg_mg_g_pc_d_sccl_11/135-2120364-6201849?psc=1
162,Amazon Fire Max,Pc,"https://images-na.ssl-images-amazon.com/images/I/51gj5oQXbnL._AC_UL300_SR300,200_.jpg","Amazon Fire Max 11, ultimate multimedia tablet with 11” vivid display, powerful octa-core processor, 4GB RAM, 14-hour battery for all-day streaming, reading, and gaming, 64 GB, Gray",229.99,4.4,https://www.amazon.com/Amazon-powerful-display-octa-core-processor/dp/B0B1VQ1ZQY/ref=zg_mg_g_pc_d_sccl_12/135-2120364-6201849?psc=1
163,Amazon Fire 10,Pc,"https://images-na.ssl-images-amazon.com/images/I/51cS34m7B0L._AC_UL300_SR300,200_.jpg","Amazon Fire 10 Kids tablet- 2023, ages 3-7 | Bright 10.1"" HD screen with ad-free content and parental controls included, 13-hr battery, 32 GB, Blue",109.99,4.6,https://www.amazon.com/Amazon_Fire_HD_10_Kids/dp/B0BL5SZ3VV/ref=zg_mg_g_pc_d_sccl_13/135-2120364-6201849?psc=1
164,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/715gL9zjzGL._AC_UL300_SR300,200_.jpg","Amazon Fire HD 10 Kids Pro tablet- 2023, ages 6-12 | Bright 10.1"" HD screen | Slim case for older kids, ad-free content, parental controls, 13-hr battery, 32 GB, Happy Day",109.99,4.7,https://www.amazon.com/Amazon_Fire_HD_10_Kids_Pro/dp/B0BL5C43SL/ref=zg_mg_g_pc_d_sccl_14/135-2120364-6201849?psc=1
165,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/71sGiyfIuiL._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | ad-free content with parental controls included, 10-hr battery, 16 GB, Red",54.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0BL8T7R1T/ref=zg_mg_g_pc_d_sccl_15/135-2120364-6201849?psc=1
166,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/71sGiyfIuiL._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | 6-months of ad-free content with parental controls included, 10-hr battery, 16 GB, Red",94.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0C8BZDJCT/ref=zg_mg_g_pc_d_sccl_16/135-2120364-6201849?psc=1
167,50 Cartoon Stickers,Pc,"https://images-na.ssl-images-amazon.com/images/I/61Pq8jI-T8L._AC_UL300_SR300,200_.jpg","50 Cartoon Stickers Colorful Aesthetic VSCO Vinyl/PVC Waterproof Decals for Water Bottle, Hydroflask, Guitar, Luggage, Phone, Case, Laptop, Skateboard, Gift for Kids, Teens, Boys and Girls (Blue)",4.26,4.5,https://www.amazon.com/Stickers-Aesthetic-Waterproof-Hydroflask-Skateboard/dp/B0BD2ZX7H6/ref=zg_mg_g_pc_d_sccl_17/135-2120364-6201849?psc=1
168,100Pcs Kids Disney,Pc,"https://images-na.ssl-images-amazon.com/images/I/81NeOsniuFL._AC_UL300_SR300,200_.jpg",100Pcs Kids Disney Stickers Pack Princess Stickers Cute Cartoon Characters Stickers Movie Decal Childrens Decorative Sticker for Kids Teens Adults Waterproof Stickers for Water Bottle Laptop Luggage,5.99,4.7,https://www.amazon.com/Stickers-Characters-Childrens-Decorative-Waterproof/dp/B0BTKX51SD/ref=zg_mg_g_pc_d_sccl_18/135-2120364-6201849?psc=1
169,Apple 2023 MacBook,Pc,"https://images-na.ssl-images-amazon.com/images/I/61RJn0ofUsL._AC_UL300_SR300,200_.jpg","Apple 2023 MacBook Pro Laptop M3 Pro chip with 11‑core CPU, 14‑core GPU: 14.2-inch Liquid Retina XDR Display, 18GB Unified Memory, 512GB SSD Storage. Works with iPhone/iPad; Space Black","1,699.00",4.7,https://www.amazon.com/Apple-MacBook-Laptop-11%E2%80%91core-14%E2%80%91core/dp/B0CM5JV26D/ref=zg_mg_g_pc_d_sccl_19/135-2120364-6201849?psc=1
170,Apple 2024 MacBook,Pc,"https://images-na.ssl-images-amazon.com/images/I/71-D1xCuVwL._AC_UL300_SR300,200_.jpg","Apple 2024 MacBook Air 13-inch Laptop with M3 chip: 13.6-inch Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID; Midnight",949.00,4.7,https://www.amazon.com/Apple-2024-MacBook-13-inch-Laptop/dp/B0CX23V2ZK/ref=zg_mg_g_pc_d_sccl_20/135-2120364-6201849?psc=1
171,Amazon Fire Max,Pc,"https://images-na.ssl-images-amazon.com/images/I/51gj5oQXbnL._AC_UL300_SR300,200_.jpg","Amazon Fire Max 11, ultimate multimedia tablet with 11” vivid display, powerful octa-core processor, 4GB RAM, 14-hour battery for all-day streaming, reading, and gaming, 128 GB, Gray",279.99,4.4,https://www.amazon.com/Amazon-powerful-octa-core-processor-lockscreen/dp/B0B2SFTGQ6/ref=zg_mg_g_pc_d_sccl_21/135-2120364-6201849?psc=1
172,Apakkai Stickers for,Pc,"https://images-na.ssl-images-amazon.com/images/I/81kL0VvEFmL._AC_UL300_SR300,200_.jpg","Apakkai Stickers for Kids, 600Pcs Water Bottle Stickers for Teens, Cute Vinyl Waterproof Aesthetic Scrapbook Halloween Stickers Pack for Laptop Computer, Kawaii Animal Stickers for Boys Girls Adults",9.99,4.5,https://www.amazon.com/Waterproof-Aesthetic-Scrapbook-Halloween-Skateboard/dp/B0B6FTFJ9R/ref=zg_mg_g_pc_d_sccl_22/135-2120364-6201849?psc=1
173,,Pc,"https://images-na.ssl-images-amazon.com/images/I/61uE03cRsyS._AC_UL300_SR300,200_.jpg",,,4.5,https://www.amazon.com/Certified-Refurbished-tablet-latest-release/dp/B08F5LRHB4/ref=zg_mg_g_pc_d_sccl_23/135-2120364-6201849?psc=1
174,Amazon Fire 7,Pc,"https://images-na.ssl-images-amazon.com/images/I/51wD-xrtyWL._AC_UL300_SR300,200_.jpg","Amazon Fire 7 Kids tablet, ages 3-7. Top-selling 7"" kids tablet on Amazon - 2022 | ad-free content with parental controls included, 10-hr battery, 32 GB, Purple",59.99,4.5,https://www.amazon.com/Amazon-Fire-Kids-tablet-Top-selling/dp/B0BL8T9XZZ/ref=zg_mg_g_pc_d_sccl_24/135-2120364-6201849?psc=1
175,Amazon Fire HD,Pc,"https://images-na.ssl-images-amazon.com/images/I/61mEX0UlHZL._AC_UL300_SR300,200_.jpg","Amazon Fire HD 8 Kids Pro tablet- 2022, ages 6-12 | 8"" HD screen, slim case for older kids, ad-free content, parental controls, 13-hr battery, 32 GB, Hello Teal",69.99,4.5,https://www.amazon.com/Amazon-Official-Site-Fire-HD-Kids-8-Pro-Tablet-8-inch-Display-2022-release/dp/B09BG6DSBY/ref=zg_mg_g_pc_d_sccl_25/135-2120364-6201849?psc=1
176,Stanley Quencher H2.0,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/51c2zME5--L._AC_UL300_SR300,200_.jpg","Stanley Quencher H2.0 FlowState Stainless Steel Vacuum Insulated Tumbler with Lid and Straw for Water, Iced Tea or Coffee",20.00,4.6,https://www.amazon.com/Quencher-FlowState-Stainless-Insulated-Smoothie/dp/B0CP9WN6YS/ref=zg_mg_g_kitchen_d_sccl_1/131-2461552-6515814?psc=1
177,Owala Kids FreeSip,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/61TTjjUGYKL._AC_UL300_SR300,200_.jpg","Owala Kids FreeSip Insulated Stainless Steel Water Bottle with Straw, BPA-Free Sports Water Bottle, Great for Travel, 16 oz, All the Berries",22.99,4.7,https://www.amazon.com/Owala-FreeSip-Insulated-Stainless-BPA-Free/dp/B0CRCJY6YH/ref=zg_mg_g_kitchen_d_sccl_2/131-2461552-6515814?psc=1
178,STANLEY IceFlow Stainless,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/512gmQW1MFL._AC_UL300_SR300,200_.jpg","STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",28.54,4.6,https://www.amazon.com/Stanley-IceFlow-Stainless-Steel-Tumbler/dp/B0BSLY9M4G/ref=zg_mg_g_kitchen_d_sccl_3/131-2461552-6515814?psc=1
179,Kitchen Gizmo Snap,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/61Wt0QY-adL._AC_UL300_SR300,200_.jpg","Kitchen Gizmo Snap N' Strain - Silicone Clip-On Colander, Heat Resistant Drainer for Vegetables and Pasta Noodles, Kitchen Gadgets for Bowl, Pots, and Pans - Essential Home Cooking Tools - Grey",12.99,4.4,https://www.amazon.com/Kitchen-Gizmo-Strainer-Silicone-Colander/dp/B01MZ14LJV/ref=zg_mg_g_kitchen_d_sccl_4/131-2461552-6515814?psc=1
180,Umite Chef Kitchen,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/71xCHh-fHlL._AC_UL300_SR300,200_.jpg","Umite Chef Kitchen Cooking Utensils Set, 33 pcs Non-Stick Utensils Spatula Set with Holder, Black Wooden Handle Silicone Kitchen Gadgets",22.99,4.5,https://www.amazon.com/Umite-Chef-Utensils-Non-stick-Resistant/dp/B0856Y1PB3/ref=zg_mg_g_kitchen_d_sccl_5/131-2461552-6515814?psc=1
181,OXO Good Grips,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/31yzbrjBwRL._AC_UL300_SR300,200_.jpg","OXO Good Grips Salad Spinner, Large & Good Grips Swivel Peeler",24.21,4.7,https://www.amazon.com/OXO-Grips-Spinner-Swivel-Peeler/dp/B08CF97MBG/ref=zg_mg_g_kitchen_d_sccl_6/131-2461552-6515814?psc=1
182,KitchenAid Ribbed Soft,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/61NiLUaCRPL._AC_UL300_SR300,200_.jpg","KitchenAid Ribbed Soft Silicone Oven Mitt Set, 7""x13"", Aqua Sky 2 Count",16.00,4.7,https://www.amazon.com/KitchenAid-Ribbed-Soft-Silicone-Oven/dp/B08J8D6R2P/ref=zg_mg_g_kitchen_d_sccl_7/131-2461552-6515814?psc=1
183,Ninja NC299AMZ CREAMi,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/71sfGeMtEgL._AC_UL300_SR300,200_.jpg","Ninja NC299AMZ CREAMi Ice Cream Maker, for Gelato, Mix-ins, Milkshakes, Sorbet, Smoothie Bowls & More, 7 One-Touch Programs, with (1) Pint Container & Lid, Compact Size, Perfect for Kids, Matte Black",173.98,4.5,https://www.amazon.com/Ninja-NC299AMZ-Milkshakes-One-Touch-Container/dp/B09QV24FFZ/ref=zg_mg_g_kitchen_d_sccl_8/131-2461552-6515814?psc=1
184,Mueller Pro-Series V,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/81k89ojF-tL._AC_UL300_SR300,200_.jpg","Mueller Pro-Series V Blade Veggie Chopper, Egg Slicer, Spiralizer, Dicer, Cutter, Food Chopper, Gifts for Mom, Kitchen Accessories & Kitchen Essentials with Food Container and Lid White Sand/Green",22.49,4.5,https://www.amazon.com/Mueller-Spiralizer-Accessories-Essentials-Container/dp/B0CWHK96C6/ref=zg_mg_g_kitchen_d_sccl_9/131-2461552-6515814?psc=1
185,MEATER Plus: Wireless,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/71xNVR+bC-L._AC_UL300_SR300,200_.jpg","MEATER Plus: Wireless Smart Meat Thermometer with Bluetooth | Long Range | Measures Internal & Ambient Temp | for BBQ, Oven, Grill, Kitchen, Smoker, Rotisserie",99.95,4.4,https://www.amazon.com/MEATER-Thermometer-Rotisserie-Bluetooth-Connectivity/dp/B07H8WTFHW/ref=zg_mg_g_kitchen_d_sccl_10/131-2461552-6515814?psc=1
186,Fullstar Vegetable Chopper,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/715RjioqB0L._AC_UL300_SR300,200_.jpg","Fullstar Vegetable Chopper - Spiralizer Vegetable Slicer - Onion Chopper with Container - Pro Food Chopper - Slicer Dicer Cutter - (2 in 1, Black)",22.99,4.5,https://www.amazon.com/Fullstar-Vegetable-Chopper-Spiralizer-Container/dp/B0CF2NQ11W/ref=zg_mg_g_kitchen_d_sccl_11/131-2461552-6515814?psc=1
187,Ninja AF101 Air,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/71+8uTMDRFL._AC_UL300_SR300,200_.jpg","Ninja AF101 Air Fryer that Crisps, Roasts, Reheats, & Dehydrates, for Quick, Easy Meals, 4 Quart Capacity, & High Gloss Finish, Grey",89.95,4.7,https://www.amazon.com/Ninja-AF101-Fryer-Black-gray/dp/B07FDJMC9Q/ref=zg_mg_g_kitchen_d_sccl_12/131-2461552-6515814?psc=1
188,"Amazon Basics Silicone,",Kitchen,"https://images-na.ssl-images-amazon.com/images/I/91pQAN8nn7L._AC_UL300_SR300,200_.jpg","Amazon Basics Silicone, Non-Stick, Food Safe Baking Mat, Macaron, Pack of 2, Beige/Gray, Rectangular, 16.5"" x 11.6""",12.57,4.7,https://www.amazon.com/Amazon-Basics-Silicone-Non-Stick-Rectangular/dp/B077XR38W3/ref=zg_mg_g_kitchen_d_sccl_13/131-2461552-6515814?psc=1
189,CAROTE 21pcs Pots,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/81-LyHsTTML._AC_UL300_SR300,200_.jpg","CAROTE 21pcs Pots and Pans Set Nonstick, Cookware Set Black Granite Induction Kitchen Cooking Set w/Frying Pans & Saucepans(PFOS, PFOA Free)",189.99,4.5,https://www.amazon.com/CAROTE-Nonstick-Cookware-Induction-Saucepans/dp/B0CYH6GZX3/ref=zg_mg_g_kitchen_d_sccl_14/131-2461552-6515814?psc=1
190,Premium Kitchen Towels,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/A1gxD5XA8hL._AC_UL300_SR300,200_.jpg","Premium Kitchen Towels (20”x 28”, 6 Pack) | Large Cotton Hand Dish Flat & Terry Towel Highly Absorbent Tea Set with Hanging Loop Aqua",22.99,4.7,https://www.amazon.com/Premium-Kitchen-Towels-Pack-Absorbent/dp/B07YVHG44K/ref=zg_mg_g_kitchen_d_sccl_15/131-2461552-6515814?psc=1
191,Crock-Pot 7 Quart,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/91BB48YfvFL._AC_UL300_SR300,200_.jpg","Crock-Pot 7 Quart Oval Manual Slow Cooker, Stainless Steel (SCV700-S-BR), Versatile Cookware for Large Families or Entertaining",46.49,4.7,https://www.amazon.com/Crock-Pot-SCV700SS-Stainless-7-Quart-Manual/dp/B003OAJGJO/ref=zg_mg_g_kitchen_d_sccl_16/131-2461552-6515814?psc=1
192,"Gifts for Women,",Kitchen,"https://images-na.ssl-images-amazon.com/images/I/91ZImVI3VWL._AC_UL300_SR300,200_.jpg","Gifts for Women, Birthday Gifts for Women, Happy Birthday Gifts Basket for Women, Gift Set for Best Friends Female Women Sister Mom Wife Her Girlfriend Coworker Bestie Bff",29.99,4.8,https://www.amazon.com/Birthday-Basket-Friends-Girlfriend-Coworker/dp/B0BRQGZL84/ref=zg_mg_g_kitchen_d_sccl_17/131-2461552-6515814?psc=1
193,Alpha Grillers Instant,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/81hv06WHXJL._AC_UL300_SR300,200_.jpg","Alpha Grillers Instant Read Meat Thermometer for Grill and Cooking. Best Waterproof Ultra Fast Thermometer with Backlight & Calibration. Digital Food Probe for Kitchen, Outdoor Grilling and BBQ!",15.99,4.7,https://www.amazon.com/Thermometer-Cooking-BACKLIGHT-WATERPROOF-Temperature/dp/B00S93EQUK/ref=zg_mg_g_kitchen_d_sccl_18/131-2461552-6515814?psc=1
194,Kitchen Pot Holders,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/81X9gvk0qHL._AC_UL300_SR300,200_.jpg","Kitchen Pot Holders Set Trivets Set 100% Pure Cotton Thread Weave Hot Pot Holders Set (Set of 3) Stylish Coasters, Hot Pads, Hot Mats, Spoon Rest for Cooking and Baking by Diameter 7 Inches (Blue)",8.98,4.8,https://www.amazon.com/Kitchen-Holders-Trivets-Coasters-Diameter/dp/B0758VG6MH/ref=zg_mg_g_kitchen_d_sccl_19/131-2461552-6515814?psc=1
195,YETI Rambler 20,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/61glv7-F1pL._AC_UL300_SR300,200_.jpg",YETI Rambler 20 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid,35.00,4.8,https://www.amazon.com/YETI-Rambler-Stainless-Insulated-MagSlider/dp/B0CT68X4NR/ref=zg_mg_g_kitchen_d_sccl_20/131-2461552-6515814?psc=1
196,16oz Sublimation Beer,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/81U4JIm35xL._AC_UL300_SR300,200_.jpg","16oz Sublimation Beer Can Shaped Glass Cups and Straws Set, Iced Coffee Tumblers - Aesthetic Housewarming Gifts",16.99,4.6,https://www.amazon.com/Glass-Cups-Lids-Straws-Design/dp/B0C6LVYSS8/ref=zg_mg_g_kitchen_d_sccl_21/131-2461552-6515814?psc=1
197,8-Piece Deep Glass,Kitchen,"https://images-na.ssl-images-amazon.com/images/I/61YeOa97zwL._AC_UL300_SR300,200_.jpg","8-Piece Deep Glass Baking Dish Set with Plastic lids,Rectangular Glass Bakeware Set with Lids, Baking Pans for Lasagna, Leftovers, Cooking, Kitchen, Freezer-to-Oven and Dishwasher, Gray",39.99,4.5,https://www.amazon.com/Rectangular-Bakeware-Leftovers-Freezer-Dishwasher/dp/B087QZQX8V/ref=zg_mg_g_kitchen_d_sccl_22/131-2461552-6515814?psc=1
